"city","state","shape"
"Louisville","KY","Triangle"
"Clyde","TX","Cylinder"
"Jenks","OK","Fireball"
"Amarillo","TX","Light"
"Baird","TX","Fireball"
"Elk City","OK","Fireball"
"Eugene (West Of)","OR","Light"
"Miami","FL","Chevron"
"Orwigsburg","PA","Fireball"
"Portland","OR","Light"
"Poughkeepsie","NY","Triangle"
"Avondale","AZ","Triangle"
"Minneapolis","MN","Light"
"Stockton","CA","Triangle"
"Heltonville","IN","Light"
"Mary Esther","FL","Triangle"
"Chicago","IL","Fireball"
"Alameda","CA","Cylinder"
"Smithfield","NC","Disk"
"Eastman","GA","Light"
"Port Angeles","WA","Changing"
"Ship Bottom","NJ","Triangle"
"Deerfield Beach","FL","Cigar"
"Evansville","IN","Light"
"Craig","CO","Triangle"
"Pocatello","ID","Oval"
"Wilton","CA","Disk"
"Phoenix","AZ","Sphere"
"Binghamton","NY","Sphere"
"Provo","UT","Light"
"Denver","CO","Chevron"
"Trenton","OH","Other"
"Warsaw","IN","Other"
"Waterbury","CT","Disk"
"Houston","TX","Light"
"Zanesville","OH","Rectangle"
"Summerland Key","FL","Cigar"
"Galveston","TX","Light"
"Titusville","PA","Oval"
"Oceanside","OR","Disk"
"Mena","AR","Light"
"Twin Falls","ID","Light"
"Parkersburg","WV","Circle"
"Ravenel","SC","Chevron"
"New Rochelle","NY","Rectangle"
"Siloam Springs","AR","Circle"
"Jupiter","FL","Light"
"Boise","ID","Chevron"
"Twin Falls","ID","Disk"
"Terlton","OK","Cylinder"
"Mesa","AZ","Light"
"Miami","FL","Other"
"Millbrook","AL","Changing"
"Livermore","CA","Light"
"Northfield","MN","Chevron"
"Hayward","CA","Rectangle"
"Atlanta","TX","Other"
"Tamarac","FL","Cylinder"
"Brewer","ME","Light"
"Vandenberg Village","CA","Disk"
"La Mesa","CA","Light"
"Philadelphia","PA","Oval"
"Rawlins","WY","Triangle"
"Beaumont","TX","Triangle"
"Omaha","NE","Light"
"De Soto","KS","Triangle"
"Katy","TX","Triangle"
"Henderson","NV","Changing"
"Fairfax","VA","Sphere"
"Ashland","OR","Light"
"Los Angeles","CA","Cigar"
"Marysville","WA","Cigar"
"Mooresville","NC","Light"
"Kennewick","WA","Cylinder"
"Santa Rosa","CA","Light"
"Newburyport","MA","Light"
"Clovis","CA","Other"
"San Francisco","CA","Circle"
"Jackson","NJ","Light"
"Bend","OR","Light"
"Little River","SC","Light"
"Stockton","CA","Light"
"Minersville","PA","Sphere"
"Crookston","MN","Triangle"
"Pueblo","CO","Flash"
"Webster","TX","Cross"
"Rochester","NY","Light"
"Las Vegas","NV","Circle"
"Naperville","IL","Cylinder"
"Richmond","CA","Sphere"
"Flora","IL","Cross"
"Grandview","MO","Chevron"
"Grandview","MO","Chevron"
"Lincoln","CA","Flash"
"Gilbert","AZ","Circle"
"Martinez","CA","Other"
"Sunol","CA","Other"
"Grandview","MO","Chevron"
"Charleston","SC","Triangle"
"Charlotte","NC","Light"
"San Francisco","CA","Light"
"San Francisco","CA","Sphere"
"Rio Linda","CA","Cylinder"
"Etna","CA","Flash"
"Las Vegas","NV","Changing"
"Norman","OK","Oval"
"Newark","NJ","Light"
"Merriam","KS","Triangle"
"Boiling Springs","SC","Triangle"
"Boiling Springs","SC","Formation"
"Avon","NC","Fireball"
"Gurley","AL","Diamond"
"Surfside Beach","SC","Light"
"Myrtle Beach","SC","Circle"
"Homestead","FL","Sphere"
"Bel Air","MD","Light"
"Cary","NC","Fireball"
"Salt Lake City","UT","Other"
"Ligonier","PA","Other"
"Cedar Bluff","AL","Circle"
"Columbia","MD","Triangle"
"Denver","CO","Other"
"Stockton Springs","ME","Sphere"
"Pueblo","CO","Oval"
"Taos","NM","Rectangle"
"Pekin","IL","Triangle"
"Milford","CT","Oval"
"Holyoke","MA","Oval"
"Lemont","IL","Oval"
"Milford","CT","Circle"
"Milford","CT","Light"
"Evergreen Park","IL","Oval"
"Cromwell","CT","Cylinder"
"Waterbury","CT","Fireball"
"York Springs","PA","Oval"
"Baton Rouge","LA","Triangle"
"Mount Laurel","NJ","Fireball"
"Isle Of Palms","SC","Circle"
"Mountain Home","AR","Light"
"New Bern","NC","Circle"
"Bloomington","MN","Sphere"
"Newark","TX","Circle"
"Council Bluffs","IA","Formation"
"Council Bluffs","IA","Light"
"Irondequoit","NY","Fireball"
"Orange","NJ","Light"
"Oswego","IL","Circle"
"Mechanicsburg","PA","Fireball"
"Pasadena","MD","Circle"
"Spring Hill","FL","Diamond"
"Spokane","WA","Flash"
"West Palm Beach","FL","Light"
"Bushnell","FL","Sphere"
"Indianapolis","IN","Circle"
"Silverdale","WA","Light"
"Livonia","MI","Triangle"
"Ligonier","PA","Light"
"Walls","MS","Light"
"Fishers","IN","Changing"
"New York City (Brooklyn)","NY","Sphere"
"Warren","MI","Sphere"
"Sheldon","IA","Circle"
"Fulton","MO","Diamond"
"Atlanta","GA","Disk"
"San Jose","CA","Light"
"Reidsville","GA","Oval"
"Goodlettsville","TN","Changing"
"Citra","FL","Sphere"
"Cornersville","TN","Circle"
"Belmont","MI","Triangle"
"Gainesville","FL","Circle"
"Otis","OR","Other"
"Overton","NV","Fireball"
"Tucson","AZ","Oval"
"Prescott","AZ","Light"
"Yonkers","NY","Light"
"El Paso","TX","Triangle"
"Mead  (Near Spokane)","WA","Light"
"Warrensville","NC","Circle"
"Nashville","TN","Light"
"Raymond","NH","Triangle"
"Breezewood","PA","Cigar"
"Mechanicsville","VA","Circle"
"Gonzales","LA","Rectangle"
"Chicago (Downtown&#44 On L. Michigan)","IL","Other"
"Adkins","TX","Diamond"
"Franklin","MA","Other"
"Lake Elmo","MN","Chevron"
"Des Moines","IA","Light"
"Savanna","IL","Light"
"Savage","MN","Triangle"
"Joseph","UT","Triangle"
"Ely","NV","Light"
"Littleton","CO","Disk"
"Dallesport","WA","Light"
"Los Angeles","CA","Circle"
"Manteca","CA","Light"
"Temecula","CA","Circle"
"Walnut Creek","CA","Light"
"Westlake Village","CA","Fireball"
"Creswell","OR","Fireball"
"Porterville","CA","Fireball"
"Redwood Valley","CA","Fireball"
"Grass Valley","CA","Fireball"
"Ivins","UT","Fireball"
"Madras","OR","Chevron"
"Medford","OR","Light"
"Murphys","CA","Changing"
"Fall River Mills","CA","Fireball"
"Anderson","CA","Light"
"Goldendale","WA","Disk"
"Las Vegas","NV","Sphere"
"San Jose","CA","Other"
"Elmo","UT","Circle"
"Gaysville","VT","Cone"
"Clarks Summit","PA","Circle"
"Yelm","WA","Oval"
"Plains","PA","Triangle"
"San Leandro","CA","Light"
"Los Angeles","CA","Triangle"
"Orlando","FL","Formation"
"Indianapolis","IN","Oval"
"Needville","TX","Light"
"Reno","NV","Changing"
"Prescott (Southwest Of)","AZ","Light"
"Columbus","OH","Sphere"
"Amarillo","TX","Sphere"
"San Antonio","TX","Other"
"Littleton","CO","Circle"
"Lenexa","KS","Sphere"
"Bonner Springs","KS","Light"
"Lincoln (East Of)","MT","Egg"
"Correo","NM","Light"
"Denver","CO","Light"
"Park Rapids","MN","Triangle"
"Jaffrey","NH","Fireball"
"Waterbury","CT","Fireball"
"Yuma","VA","Formation"
"Fairfield","CT","Fireball"
"New York City (Yonkers)","NY","Teardrop"
"Provincetown","MA","Circle"
"San Diego","CA","Fireball"
"Ogunquit","ME","Light"
"Buchanan","GA","Light"
"Beverly Hills","FL","Changing"
"Las Vegas","NV","Light"
"Honolulu","HI","Light"
"Redondo Beach","CA","Circle"
"Barbourville","KY","Oval"
"Little Rock","AR","Changing"
"Surprise","AZ","Other"
"Blairstown","NJ","Triangle"
"Barstow","CA","Other"
"Austin","TX","Sphere"
"Valparaiso","IN","Formation"
"Hemet","CA","Formation"
"Falls Church","VA","Egg"
"Vallejo","CA","Sphere"
"Narberth","PA","Light"
"Boonville","NY","Formation"
"Anderson","SC","Chevron"
"Louisville","KY","Disk"
"Manteca","CA","Circle"
"Fresno","CA","Other"
"Honolulu","HI","Circle"
"Concord","CA","Changing"
"Avoca","MI","Formation"
"Syracuse","NY","Cross"
"Reno","NV","Light"
"New York City","NY","Oval"
"Creswell","OR","Fireball"
"The Colony","TX","Light"
"Imperial","MO","Formation"
"Foley","AL","Cylinder"
"Mitchell","SD","Light"
"Ripon","CA","Triangle"
"Livermore","CA","Light"
"Blackjack (North St. Louis Co.)","MO","Light"
"Oldsmar","FL","Triangle"
"Carterville","MO","Other"
"Whitakers","NC","Triangle"
"Scottsdale","AZ","Triangle"
"Elmer","NJ","Triangle"
"Honolulu","HI","Triangle"
"Coral Springs","FL","Other"
"San Bernardino","CA","Sphere"
"Sierra Vista","AZ","Other"
"Ocala","FL","Cylinder"
"El Paso","TX","Circle"
"Strawberry","AZ","Flash"
"Golden Valley","AZ","Oval"
"Wendover (East Of&#44 On I-80)","UT","Changing"
"Eufaula","AL","Light"
"Holbrook","AZ","Other"
"Tempe","AZ","Sphere"
"York","PA","Triangle"
"Modesto","CA","Diamond"
"Fort Worth","TX","Circle"
"Centralia","WA","Egg"
"Sierra Madre","CA","Formation"
"Raleigh","NC","Cylinder"
"Santa Barbara","CA","Light"
"Loveland","CO","Triangle"
"Easton","PA","Fireball"
"El Centro","CA","Circle"
"Lakewood","NJ","Light"
"Toms River","NJ","Circle"
"Lake Wales","FL","Changing"
"Nanuet","NY","Light"
"Charleston","SC","Triangle"
"Forked River","NJ","Circle"
"Albuquerque","NM","Flash"
"Hampton","NH","Cylinder"
"Buckingham","PA","Rectangle"
"Charlotte","NC","Sphere"
"Vernon Hills","IL","Cigar"
"Seaside","OR","Light"
"Oakland","CA","Light"
"Green Bay","WI","Light"
"Ruston","LA","Sphere"
"Leland","MI","Disk"
"Holgate","NJ","Circle"
"Kalamazoo","MI","Circle"
"Point Arena","CA","Triangle"
"Warren","OH","Circle"
"Owensboro","KY","Rectangle"
"Baltimore","MD","Cigar"
"Richland","WA","Circle"
"Mauriceville","TX","Disk"
"Blanco","TX","Other"
"Manistee","MI","Circle"
"Rhinebeck","NY","Light"
"Houston (Ellington Afb)","TX","Light"
"Commerce City (N. Of Denver)","CO","Fireball"
"Marysville","WA","Other"
"Indialantic","FL","Oval"
"Chicago","IL","Other"
"Columbus","OH","Cigar"
"New Rochelle","NY","Sphere"
"Tabor","IA","Oval"
"Boca Raton (Military Trail)","FL","Circle"
"Martinsville","IN","Disk"
"Running  Springs","CA","Disk"
"Ukiah","OR","Oval"
"Utica","NY","Triangle"
"Birmingham","AL","Oval"
"Hampstead","NC","Disk"
"North Hollywood","CA","Fireball"
"Saugus","CA","Light"
"Hastings","MN","Triangle"
"Crystal Lake","IL","Cigar"
"Bancroft (Rural Area Near)","WI","Light"
"Sharon","CT","Oval"
"Pearl","MS","Cigar"
"Wilmington","DE","Circle"
"Hurst","TX","Disk"
"Miami","FL","Changing"
"Exeter (Near)","NH","Cigar"
"Alpine","AZ","Disk"
"Bremerton","WA","Disk"
"Litchfield","CT","Circle"
"Tinley Park","IL","Disk"
"Spokane","WA","Circle"
"Collierville","TN","Disk"
"Chazy","NY","Light"
"Englewood","TN","Disk"
"Houston","TX","Circle"
"Millington","TN","Disk"
"Memphis","TN","Cigar"
"Bath","OH","Oval"
"San Francisco (South Of)","CA","Light"
"La Junta","CO","Other"
"Rockville","MD","Disk"
"Rockville","MD","Disk"
"Killeen","TX","Changing"
"Batesville","MS","Sphere"
"Marianna","FL","Disk"
"Marion","KS","Light"
"Nesconset","NY","Disk"
"Williston","ND","Disk"
"Monroe","NY","Disk"
"Swannanoa","NC","Other"
"Ryegate (South Of)","MT","Circle"
"Collinsville","AL","Triangle"
"Mineral King","CA","Disk"
"Eveleth","MN","Light"
"Biloxi","MS","Triangle"
"Orlando","FL","Disk"
"Kennewick","WA","Light"
"Des Plaines","IL","Disk"
"Coeur D&#39Alene","ID","Oval"
"Cherokee","NC","Light"
"Candia","NH","Oval"
"Gig Harbor","WA","Circle"
"Columbus","OH","Fireball"
"Guntersville","AL","Triangle"
"Avon","CT","Disk"
"Denham Springs","LA","Rectangle"
"Boonville","CA","Sphere"
"Jonesport","ME","Oval"
"Beaverton","OR","Cigar"
"San Jose","CA","Disk"
"Van Nuys","CA","Disk"
"Smithfield","RI","Circle"
"Barton","VT","Rectangle"
"North Hudson","NY","Disk"
"Hampton","VA","Chevron"
"Omaha","NE","Disk"
"New Castle","DE","Other"
"Skowhegan","ME","Disk"
"Albuquerque","NM","Disk"
"Strafford","MO","Circle"
"Uvalde","TX","Circle"
"New Boston","TX","Egg"
"San Ramon","CA","Disk"
"Cleveland (Massilon Rd.&#44  Montrose Area)","OH","Diamond"
"Hixson","TN","Other"
"Hartford City","IN","Triangle"
"Camden","SC","Disk"
"Orangeburg","SC","Cylinder"
"Salem","OR","Cigar"
"Pinson","AL","Circle"
"Bellevue (Yarrow Point)","WA","Disk"
"Knoxville","TN","Disk"
"Petaluma","CA","Disk"
"Ridgecrest","CA","Disk"
"Onyx","CA","Fireball"
"Raleigh","NC","Triangle"
"Burnet","TX","Disk"
"Bolingbrook","IL","Triangle"
"Itta Bena","MS","Circle"
"Osawatomie","KS","Other"
"Yonkers","NY","Rectangle"
"Eastchester","NY","Triangle"
"Baker","MT","Light"
"Greers Ferry (Greers Ferry Lake)","AR","Circle"
"Bremerton","WA","Circle"
"Tacoma","WA","Circle"
"Pilot Knob","MO","Cigar"
"Loveland","CO","Chevron"
"Odessa","TX","Circle"
"Big Spring","TX","Other"
"Hampton","VA","Cigar"
"Morgantown","WV","Triangle"
"Batesville","AR","Disk"
"Bloomingdale","NJ","Sphere"
"Mint Hill","NC","Triangle"
"Endwell","NY","Formation"
"North Windham","ME","Fireball"
"Las Vegas (North Of)","NV","Light"
"Prineville (30 Miles East Of)","OR","Light"
"Omaha (Lavista/Ralston)","NE","Cigar"
"Auburn","WA","Sphere"
"Austin","TX","Other"
"Snyder","TX","Disk"
"Wilsonville","OR","Light"
"Gardnerville","NV","Light"
"Lubbock","TX","Cigar"
"Cincinnati","OH","Light"
"Butte","MT","Sphere"
"Sulphur","LA","Oval"
"Garden Grove","CA","Rectangle"
"Portsmouth","NH","Light"
"Owensboro","KY","Sphere"
"Moss Bluff","LA","Disk"
"Stone Ridge","NY","Oval"
"Circleville","OH","Disk"
"Ithaca","NY","Light"
"Neah Bay","WA","Sphere"
"Oxley","AR","Fireball"
"Angola","IN","Disk"
"Pittsburgh","PA","Light"
"Molalla (Near)","OR","Other"
"Marshall","TX","Disk"
"Santee","CA","Light"
"Fostoria","OH","Diamond"
"Hawesville","KY","Cigar"
"Lawton","OK","Sphere"
"Emporia","VA","Light"
"Chatsworth","CA","Fireball"
"San Mateo","CA","Light"
"Austin","TX","Triangle"
"Delano","TN","Other"
"Roanoke","VA","Triangle"
"Paris","TN","Light"
"Atlanta (North Of)","GA","Light"
"Brigham City (West Of)","UT","Other"
"Pasadena","CA","Oval"
"Dallas","TX","Light"
"New York City (Staten Island)","NY","Cylinder"
"Daggett","CA","Rectangle"
"Abingdon","VA","Light"
"Boulder","CO","Triangle"
"Shark River Hills","NJ","Triangle"
"Bladen","NE","Sphere"
"Rosburg","WA","Triangle"
"Stephenville","TX","Circle"
"Waldorf","MD","Light"
"Alvarado","TX","Chevron"
"Freeport","IL","Flash"
"Red Bank","SC","Flash"
"Round Rock","TX","Egg"
"Houston","TX","Fireball"
"Knoxville","TN","Cylinder"
"New Albany","IN","Changing"
"Winston-Salem","NC","Sphere"
"Glenwood","AR","Disk"
"Warwick","RI","Other"
"Asheville","NC","Light"
"Enterprise","AL","Triangle"
"Westlake","OH","Light"
"Hinton","WV","Light"
"Dublin (South Of)","IN","Diamond"
"Port Washington","WI","Triangle"
"Dallas","TX","Disk"
"Lexington","MA","Fireball"
"Columbia (East Of&#44 Near Little Dixie Conservation Area)","MO","Triangle"
"Clines Corners (I-40 Eastbound)","NM","Light"
"Conconully (Conconully Lake)","WA","Light"
"Millersburg","MO","Triangle"
"Holden","MA","Oval"
"Lewistown","MO","Light"
"Fairfield","ME","Light"
"Old Westbury","NY","Disk"
"Fremont","IN","Diamond"
"Sierra Vista","AZ","Circle"
"Taylor","MI","Sphere"
"Kansas City","MO","Other"
"Newbern","TN","Light"
"Breckenridge","TX","Other"
"Seattle","WA","Chevron"
"Ellis","KS","Light"
"Ellis","KS","Oval"
"Yerington","NV","Chevron"
"Phoenix","AZ","Sphere"
"Buffalo","NY","Triangle"
"Copeville","TX","Triangle"
"Stockbridge","GA","Triangle"
"Southgate","MI","Fireball"
"Clear Lake","TX","Egg"
"Mt. Kisco","NY","Light"
"Nassau Bay","TX","Oval"
"Long Beach","CA","Diamond"
"Strawberry","AZ","Disk"
"New Castle","PA","Egg"
"Portland","OR","Circle"
"Lucerne (East Of)","IN","Triangle"
"Middletown","CA","Cigar"
"Houston","TX","Triangle"
"Greensboro","NC","Oval"
"Spring Lake","NC","Other"
"Chugwater","WY","Light"
"Martin","TN","Triangle"
"Bentonville","AR","Formation"
"Layton","UT","Sphere"
"Newport","NC","Circle"
"Santa Cruz","CA","Disk"
"Atlanta","GA","Sphere"
"New York City (Queens)","NY","Triangle"
"Chico","CA","Other"
"New York City","NY","Changing"
"Valdese","NC","Triangle"
"Harrisonburg","VA","Sphere"
"Aurora","CO","Formation"
"Rapid City","SD","Triangle"
"Ferndale","WA","Circle"
"Kent","WA","Circle"
"Port Orchard","WA","Circle"
"Renton","WA","Cylinder"
"Seattle","WA","Circle"
"Moses Lake","WA","Fireball"
"North Bend","WA","Fireball"
"Garden Valley","CA","Fireball"
"Smiths Ferry","ID","Fireball"
"Seattle","WA","Fireball"
"Manassas","VA","Light"
"San Antonio","TX","Light"
"Bland","MO","Triangle"
"Bremerton","WA","Sphere"
"Darien","CT","Other"
"Cadillac","MI","Fireball"
"Seattle","WA","Rectangle"
"San Diego","CA","Cigar"
"Lake Forest Park","WA","Sphere"
"Rexford","MT","Chevron"
"Noble","OK","Light"
"Albrightsville","PA","Light"
"Monroe","GA","Light"
"San Clemente","CA","Triangle"
"Crandall","IN","Light"
"Flagstaff","AZ","Oval"
"San Jose","CA","Triangle"
"Weatherford","TX","Changing"
"Plant City","FL","Disk"
"Little Rock","AR","Circle"
"Granada Hills","CA","Disk"
"Ironwood","MI","Disk"
"Chiefland","FL","Cigar"
"Richmond","IN","Circle"
"Sheridan","AR","Cigar"
"Elizabeth","PA","Disk"
"Collinsville","OH","Light"
"North Little Rock","AR","Changing"
"Aberdeen","WA","Disk"
"Knoxville","TN","Light"
"Wofford Heights","CA","Circle"
"Hamilton","OH","Diamond"
"Mesa","AZ","Circle"
"Sylvan Beach","NY","Fireball"
"Brewster","MA","Cigar"
"Maryville","MO","Light"
"Tuolumne","CA","Light"
"Delaware","OH","Light"
"Sedona","AZ","Light"
"Oakland","NE","Cone"
"Calexico","CA","Triangle"
"Groves","TX","Light"
"Brookline","MA","Triangle"
"Punta Gorda (Near) (I-75; Near Kings Highway Exit)","FL","Cigar"
"Saugus","CA","Flash"
"Wingdale","NY","Other"
"Mckenzie Bridge","OR","Flash"
"Trenton","NJ","Changing"
"Lawrence","KS","Other"
"Calabash","NC","Rectangle"
"Scottsdale","AZ","Formation"
"Baltimore","MD","Chevron"
"El Paso (Rural)","IL","Light"
"Rock Hill","SC","Light"
"Minneapolis","MN","Disk"
"Saint Paul","MN","Sphere"
"Phoenix","AZ","Light"
"New Caney","TX","Formation"
"La Crosse","WI","Formation"
"Arlington","TX","Light"
"Ammon","ID","Triangle"
"Houston","TX","Circle"
"Oxford","OH","Oval"
"Kansas City","MO","Light"
"St. Charles","MO","Sphere"
"Joliet","IL","Flash"
"Phoenix","OR","Cigar"
"Mineola","TX","Egg"
"Marlton","NJ","Formation"
"Hiwassee","VA","Changing"
"Bartlesville","OK","Other"
"Austin","TX","Other"
"Brentwood","NH","Light"
"Gleason","WI","Sphere"
"Seattle","WA","Cylinder"
"Springfield","MO","Light"
"Gleason","WI","Sphere"
"Americus","GA","Light"
"Converse","IN","Other"
"Gleason","WI","Sphere"
"Schuylkill Haven","PA","Light"
"Moab","UT","Fireball"
"Lockport","IL","Circle"
"Las Vegas","NV","Circle"
"Euharlee","GA","Circle"
"Kalispell","MT","Teardrop"
"Beltzhoover","PA","Oval"
"Las Cruces","NM","Light"
"Silver City","NC","Circle"
"Panacea","FL","Oval"
"Charlotte","NC","Light"
"Lincoln","NE","Triangle"
"Heber","AZ","Fireball"
"Virginia Beach","VA","Sphere"
"Sacramento","CA","Sphere"
"Worcester","MA","Circle"
"Aurora","CO","Sphere"
"New York City","NY","Teardrop"
"Columbia","MO","Disk"
"Bremerton","WA","Light"
"Wolf Point","MT","Fireball"
"Mission","SD","Light"
"Myrtle Beach","SC","Light"
"Wichita","KS","Formation"
"Lincoln Beach","OR","Other"
"Arden","NC","Triangle"
"Liberty","NY","Light"
"Bretton Woods","NH","Diamond"
"Irvine","CA","Disk"
"Rye Patch","NV","Disk"
"Cedar City","UT","Other"
"San Diego","CA","Other"
"Ballston Lake","NY","Other"
"Loretto","TN","Oval"
"Waynesboro","PA","Teardrop"
"Gardiner (Near)","ME","Formation"
"Winchester","TN","Triangle"
"Hancock County","IA","Chevron"
"Olathe","KS","Other"
"Winchester","TN","Changing"
"Ozark","AL","Other"
"Tucumcari","NM","Teardrop"
"Houston","TX","Light"
"Quincy","FL","Triangle"
"Davis","WV","Light"
"Lagrangeville","NY","Cylinder"
"Seattle","WA","Light"
"Lancaster","SC","Flash"
"Dothan","AL","Flash"
"Cheyenne","WY","Light"
"Harleysville","PA","Circle"
"Buffalo","NY","Sphere"
"Overland Park","KS","Sphere"
"Charlotte","NC","Cigar"
"Austin","TX","Other"
"Greeley","CO","Disk"
"Boulder","CO","Light"
"Havertown","PA","Light"
"Thornton","CO","Teardrop"
"Buffalo","NY","Fireball"
"Waterloo","IA","Light"
"Largo","MD","Circle"
"Reistville","PA","Sphere"
"Valley","NE","Light"
"Holts Summit","MO","Disk"
"Canandaigua","NY","Circle"
"Eugene","OR","Light"
"Columbia","SC","Light"
"Toney","AL","Circle"
"Lancaster","PA","Circle"
"Fresno","CA","Oval"
"Grand Junction","CO","Rectangle"
"Muscatine","IA","Triangle"
"Douglas","GA","Chevron"
"Absecon","NJ","Triangle"
"Anson","TX","Changing"
"Buckeye","AZ","Other"
"Glendora","CA","Light"
"Sugar Grove","IL","Light"
"Salt Lake City","UT","Light"
"St. Louis","MO","Fireball"
"Towson","MD","Circle"
"Hartland","WI","Changing"
"Boise","ID","Light"
"Hagerstown","MD","Circle"
"Normandy","TN","Rectangle"
"Tooele","UT","Cigar"
"St. Louis","MO","Cylinder"
"Menomonee Falls","WI","Formation"
"Bloomington","MN","Disk"
"Castor","LA","Other"
"Escondido","CA","Light"
"St. Cloud","MN","Formation"
"Fremont","CA","Other"
"Hunlock Creek","PA","Triangle"
"Bethesda","MD","Disk"
"Lake Havasu City","AZ","Fireball"
"Bozeman","MT","Light"
"Rockford","IL","Changing"
"Boise","ID","Chevron"
"Yadkinville","NC","Other"
"Ocean Isle Beach","NC","Light"
"Reseda","CA","Sphere"
"Blaine","WA","Disk"
"Albuquerque","NM","Flash"
"Sacramento","CA","Light"
"Catoosa","OK","Other"
"Reedsville","WV","Triangle"
"Four States","WV","Sphere"
"Beverly","MA","Cylinder"
"East Haven","CT","Disk"
"Philadelphia","PA","Oval"
"Tucson","AZ","Sphere"
"Pittsburgh","PA","Disk"
"Jacksonville","FL","Sphere"
"Hickory","NC","Fireball"
"Hollister","CA","Light"
"Sacramento","CA","Triangle"
"Breckenridge","TX","Other"
"Salem","OR","Light"
"Carbondale","IL","Sphere"
"Conway (At Salltillo Heights Community)","AR","Sphere"
"Redwood Shores","CA","Other"
"San Mateo","CA","Disk"
"Chattanooga","TN","Triangle"
"Danville","KY","Light"
"The Colony","TX","Triangle"
"Houston","TX","Oval"
"Chatsworth (Fort Mountain)","GA","Sphere"
